,plot,director,actors,rated,genre,imdb_rating,title
2250,"A mother of two sons finds life considerably difficult on her own after the death of her beloved husband. Due to debt she must move them to Baltimore, and deal with the hardships and all ...",Paul Brickman,"Jessica Lange, Arliss Howard, Joan Cusack, Chris O'Donnell",PG-13,Drama,6.7,Men Don't Leave
2252,"A not-so-nice man rescues passengers from a crashed airliner, only to see someone else take credit.",Stephen Frears,"Dustin Hoffman, Geena Davis, Andy Garcia, Joan Cusack",PG-13,"Comedy, Drama, Romance",6.5,Hero
2253,"When a military general inherits a toy making company and begins making war toys, his employees band together to stop him before he ruins the name of Zevo Toys forever.",Barry Levinson,"Robin Williams, Michael Gambon, Joan Cusack, Robin Wright",PG-13,"Adventure, Comedy, Drama",5.0,Toys
2254,"Partially deaf teenager Carafotes becomes alienated when prevented from playing football because of his handicap. He must deal with his parents, coach, teammates, his new girlfried and a ...",Silvio Narizzano,"Paul Carafotes, Victor French, Lelia Goldoni, Val Avery",NOT RATED,Drama,4.6,Choices
2255,An 'Airplane'-style spoof of hospital soap operas: a brilliant young trainee can't stand the sight of blood; a doctor romances the head nurse in order to get the key to the drugs cabinet; ...,Garry Marshall,"Sean Young, Michael McKean, Gary Friedkin, Kyle T. Heffner",R,Comedy,5.3,Young Doctors in Love
2256,"Paul Dean has created a deadly parasite that is now attached to his stomach. He and his female companion, Patricia Welles, must find a way to destroy it while also trying to avoid Ricus, ...",Charles Band,"Robert Glaudini, Demi Moore, Luca Bercovici, James Davidson",R,"Horror, Sci-Fi",3.6,Parasite
2257,"The 16 years old amateur photographer Charles accidentally takes a photo of Laura - and falls in love with her, when he develops the picture. He finds out that she works as singer in a bar,...",Jerry Schatzberg,"Jon Cryer, Demi Moore, George Wendt, Peter Frechette",R,"Comedy, Drama, Music",5.5,No Small Affair
2259,Best friends and their daughters holiday in Rio only for one to fall for the other's daughter.,Stanley Donen,"Michael Caine, Joseph Bologna, Valerie Harper, Michelle Johnson",R,"Comedy, Romance",5.7,Blame It on Rio
2260,"Unable to find work after a past felony, graduate John Wisdom and his girlfriend embark on a cross-country bank-robbing spree in order to aid American farmers.",Emilio Estevez,"Demi Moore, Emilio Estevez, Tom Skerritt, Veronica Cartwright",R,"Crime, Drama",5.7,Wisdom
2261,An aspiring teenage cartoonist and his friends come to the aid of a singer trying to save her family property from developers.,Savage Steve Holland,"John Cusack, Linda Warren, Joel Murray, Grenville Cuyler",PG,"Comedy, Romance",6.4,One Crazy Summer
2262,"A man and woman meet and try to have a romantic affair, despite their personal problems and the interference of their disapproving friends.",Edward Zwick,"Rob Lowe, Demi Moore, Jim Belushi, Elizabeth Perkins",R,"Comedy, Drama, Romance",6.2,About Last Night...
2263,"Abby Quinn is eagerly awaiting childbirth but is haunted by dreams where she suffers a miscarriage. When she decides to rent a room to a mysterious stranger, she realizes a chain of events that will unleash the end of humanity.",Carl Schultz,"Demi Moore, Michael Biehn, Jürgen Prochnow, Peter Friedman",R,"Drama, Fantasy, Horror",5.9,The Seventh Sign
2264,Two escaped cons only prayer to escape is to pass themselves off as priests and pass by the police blockade at the border into the safety of Canada.,Neil Jordan,"Robert De Niro, Sean Penn, Demi Moore, Hoyt Axton",PG-13,"Comedy, Crime",6.1,We're No Angels
2265,A businessman and his friends are captured by a sadistic judge and his equally odd family in the backwoods of a bizarre mansion.,Dan Aykroyd,"Chevy Chase, Dan Aykroyd, John Candy, Demi Moore",PG-13,Comedy,4.9,Nothing But Trouble
2266,"A clairvoyant thinks she's met her husband to be because she's seen him in her dreams. They marry quickly, and return to the husband's (""the butcher""), home in the city. She has a big ...",Terry Hughes,"Demi Moore, Jeff Daniels, George Dzundza, Mary Steenburgen",PG-13,"Comedy, Fantasy",5.3,The Butcher's Wife
2269,"A billionaire offers $1,000,000 to a young married couple for one night with the wife.",Adrian Lyne,"Robert Redford, Demi Moore, Woody Harrelson, Seymour Cassel",R,"Drama, Romance",5.8,Indecent Proposal
2271,A comedy writer struggles to overcome his addiction to heroin.,David Veloz,"Ben Stiller, Maria Bello, Jay Paulson, Spencer Garrett",R,"Biography, Drama, Romance",6.3,Permanent Midnight
2272,A career woman reassesses her parents' lives after she is forced to care for her cancer-stricken mother.,Carl Franklin,"Meryl Streep, Renée Zellweger, William Hurt, Tom Everett Scott",R,Drama,7.0,One True Thing
2273,"A loyal and dedicated Hong Kong inspector teams up with a reckless and loudmouthed LAPD detective to rescue the Chinese Consul's kidnapped daughter, while trying to arrest a dangerous crime lord along the way.",Brett Ratner,"Ken Leung, Jackie Chan, Tom Wilkinson, Tzi Ma",PG-13,"Action, Comedy, Crime",7.0,Rush Hour
2275,"In the post-apocalyptic world of 1960s Nevada, a rock 'n' roll samurai on his way to Lost Vegas takes a young orphan boy under his protection as Death and his metalhead Horsemen chase after them.",Lance Mungia,"Jeffrey Falcon, Justin McGuire, Kim De Angelo, Stephane Gauger",PG-13,"Action, Adventure, Comedy",6.7,Six-String Samurai
2276,"This fictionalized story, based on the family life of writer James Jones, is an emotionless slice-of-life story. Jones here is portrayed as Bill Willis, a former war hero and now successful...",James Ivory,"Kris Kristofferson, Barbara Hershey, Leelee Sobieski, Jane Birkin",R,Drama,6.9,A Soldier's Daughter Never Cries
2278,A freelancing former U.S. Intelligence Agent tries to track down a mysterious package that is wanted by the Irish and the Russians.,John Frankenheimer,"Robert De Niro, Jean Reno, Natascha McElhone, Stellan Skarsgård",R,"Action, Adventure, Crime",7.3,Ronin
2279,A college student suspects a series of bizarre deaths are connected to certain urban legends.,Jamie Blanks,"Jared Leto, Alicia Witt, Rebecca Gayheart, Michael Rosenbaum",R,"Horror, Mystery",5.5,Urban Legend
2280,"Clay is a young man in a small town who witnesses his friend kill himself because of the ongoing affair that Clay was having with the man's wife. Feeling guilty, Clay now resists the widow ...",David Dobkin,"Joaquin Phoenix, Gregory Sporleder, Georgina Cates, Scott Wilson",R,"Comedy, Crime",6.6,Clay Pigeons
2282,"A talented young photographer, who enjoys snapping photos of his satirical, perverted Baltimore neighborhood and his wacky family, gets dragged into a world of pretentious artists from New York City and finds newfound fame.",John Waters,"Edward Furlong, Christina Ricci, Bess Armstrong, Mark Joy",R,"Comedy, Drama",6.4,Pecker
2283,"The American artist couple Port and Kit Moresby travel aimlessly through Africa, searching for new experiences that could give sense to their relationship. But the flight to distant regions only leads both deeper into despair.",Bernardo Bertolucci,"Debra Winger, John Malkovich, Campbell Scott, Jill Bennett",R,"Adventure, Drama",6.8,The Sheltering Sky
2284,The movie tells the story of the bandit queen Phoolan Devi who was sent to prison in 1983 and got free in 1994. During five years she was prosecuted by the Indian police and turned into a ...,Shekhar Kapur,"Seema Biswas, Nirmal Pandey, Rajesh Vivek, Raghuvir Yadav",N/A,"Biography, Crime, Drama",7.6,Bandit Queen
2285,"In this allegorical story, a revolution led by pupil Mick Travis takes place at an old established private school in England.",Lindsay Anderson,"Malcolm McDowell, David Wood, Richard Warwick, Christine Noonan",R,Drama,7.7,If....
2286,"Fu Manchu's 168th birthday celebration is dampened when a hapless flunky spills Fu's age-regressing elixir vitae. Fu sends his lackeys to round up ingredients for a new batch of elixir, ...","Piers Haggard, Richard Quine, Peter Sellers","Peter Sellers, Helen Mirren, David Tomlinson, Sid Caesar",PG,Comedy,4.9,The Fiendish Plot of Dr. Fu Manchu
2287,The earliest atomic tests in New Mexico cause common ants to mutate into giant man-eating monsters that threaten civilization.,Gordon Douglas,"James Whitmore, Edmund Gwenn, Joan Weldon, James Arness",NOT RATED,"Horror, Sci-Fi",7.3,Them!
2288,"A crew in Antarctica finds a neighboring camp destroyed and its crew dead. Whatever killed them is nowhere to be found, unless it's hidden in plain sight.",John Carpenter,"Kurt Russell, Wilford Brimley, T.K. Carter, David Clennon",R,"Horror, Mystery, Sci-Fi",8.1,The Thing
2289,"A Hollywood studio executive is being sent death threats by a writer whose script he rejected, but which one?",Robert Altman,"Tim Robbins, Greta Scacchi, Fred Ward, Whoopi Goldberg",R,"Comedy, Crime, Drama",7.6,The Player
2290,"While attending a retrospective of his work, a filmmaker recalls his life and his loves: the inspirations for his films.",Woody Allen,"Woody Allen, Charlotte Rampling, Jessica Harper, Marie-Christine Barrault",PG,"Comedy, Drama",7.4,Stardust Memories
2291,"A gentle man, with scissors for hands, is brought into a new community after living in isolation.",Tim Burton,"Johnny Depp, Winona Ryder, Dianne Wiest, Anthony Michael Hall",PG-13,"Drama, Fantasy, Romance",7.9,Edward Scissorhands
2292,"A man suspects his girlfriend of being unfaithful. So he sends her a letter, but than finds out that he was wrong. He has 24 hours to stop the package, prevent a disaster, and fall in love....",Jason Bloom,"Paul Rudd, Christine Taylor, Reese Witherspoon, Sarah Silverman",PG-13,"Comedy, Romance",6.2,Overnight Delivery
2294,A rather neurotic ant tries to break from his totalitarian society while trying to win the affection of the princess he loves.,"Eric Darnell, Tim Johnson","Woody Allen, Dan Aykroyd, Anne Bancroft, Jane Curtin",PG,"Animation, Adventure, Comedy",6.6,Antz
2295,"In an attempt to resurrect the slapstick comedy of Laurel and Hardy or The Marx Brothers, Stanley Tucci and Oliver Platt team-up as two out-of-work actors who accidentally stowaway on a ...",Stanley Tucci,"Oliver Platt, Stanley Tucci, Walker Jones, Jessica Walling",R,Comedy,6.5,The Impostors
2296,"Two dim-witted brothers dream of owning their own dance club or at least getting into the coolest and most exclusive club in town, The Roxbury.","John Fortenberry, Amy Heckerling","Will Ferrell, Chris Kattan, Raquel Gardner, Viveca Paulin",PG-13,"Comedy, Music, Romance",6.2,A Night at the Roxbury
2297,"After he dies in a car crash, a man searches heaven and hell for his beloved wife.",Vincent Ward,"Robin Williams, Cuba Gooding Jr., Annabella Sciorra, Max von Sydow",PG-13,"Drama, Fantasy, Romance",7.0,What Dreams May Come
2300,Producers Max Bialystock and Leo Bloom make money by producing a sure-fire flop.,Mel Brooks,"Estelle Winwood, Renée Taylor, David Patch, William Hickey",PG,Comedy,7.7,The Producers
2301,Mel Brooks brings his one-of-a-kind comic touch to the history of mankind covering events from the Old Testament to the French Revolution in a series of episodic comedy vignettes.,Mel Brooks,"Mel Brooks, Dom DeLuise, Madeline Kahn, Harvey Korman",R,"Comedy, History",6.9,History of the World: Part I
2302,"Two New Yorkers are accused of murder in rural Alabama while on their way back to college, and one of their cousins--an inexperienced, loudmouth lawyer not accustomed to Southern rules and manners--comes in to defend them.",Jonathan Lynn,"Joe Pesci, Ralph Macchio, Marisa Tomei, Mitchell Whitfield",R,"Comedy, Crime",7.5,My Cousin Vinny
2303,"Over the course of a few hectic days, numerous interrelated people prepare for a political convention as secrets and lies are surfaced and revealed.",Robert Altman,"David Arkin, Barbara Baxley, Ned Beatty, Karen Black",R,"Comedy, Drama, Music",7.8,Nashville
2304,"Biography of British painter Francis Bacon focuses on his relationship with his lover, George Dyer, a former small time crook.",John Maybury,"Derek Jacobi, Daniel Craig, Tilda Swinton, Anne Lambton",UNRATED,"Biography, Drama, Romance",6.4,Love Is the Devil: Study for a Portrait of Francis Bacon
2305,"Slam tells the story of Ray Joshua, an original, gifted young MC trapped in a war-zone housing project known as Dodge City. Unable to find a job, Ray copes with the despair and poverty of ...",Marc Levin,"Saul Williams, Sonja Sohn, Bonz Malone, Lawrence Wilson",R,Drama,7.2,Slam
2306,"Eddie Murphy stars as an over-the-top television evangelist who finds a way to turn television home shopping into a religious experience, and takes America by storm.",Stephen Herek,"Eddie Murphy, Jeff Goldblum, Kelly Preston, Robert Loggia",PG,"Comedy, Drama",4.9,Holy Man
2307,"A detective tries to remain loyal to his partner, and his best friend - a mobster.",Bruno Barreto,"Stephen Baldwin, Chris Penn, Gina Gershon, Michael McGlone",R,"Action, Crime",5.2,One Tough Cop
2310,"Two young boys, both social outcasts in their small town, form an unlikely friendship.",Peter Chelsom,"Harry Dean Stanton, Gena Rowlands, Elden Henson, Douglas Bisset",PG-13,"Comedy, Drama",7.3,The Mighty
2311,A joint U.S.-Soviet expedition is sent to Jupiter to learn what happened to the Discovery.,Peter Hyams,"Roy Scheider, John Lithgow, Helen Mirren, Bob Balaban",PG,"Adventure, Mystery, Sci-Fi",6.8,2010
2312,"A new speech teacher at a school for the deaf falls in love with the janitor, a deaf woman speechless by choice.",Randa Haines,"William Hurt, Marlee Matlin, Piper Laurie, Philip Bosco",R,"Drama, Romance",7.2,Children of a Lesser God
2313,"A Victorian surgeon rescues a heavily disfigured man who is mistreated while scraping a living as a side-show freak. Behind his monstrous facade, there is revealed a person of intelligence and sensitivity.",David Lynch,"Anthony Hopkins, John Hurt, Anne Bancroft, John Gielgud",PG,"Biography, Drama",8.2,The Elephant Man
2314,"Based on the book by Toni Morrison, in which a slave is visited by the spirit of her deceased daughter.",Jonathan Demme,"Yada Beener, Emil Pinnock, Calen Johnson, Oprah Winfrey",R,"Drama, History, Horror",5.9,Beloved
2315,"Chucky, the doll possessed by a serial killer, discovers the perfect mate to kill and revive into the body of another doll.",Ronny Yu,"Jennifer Tilly, Brad Dourif, Katherine Heigl, Nick Stabile",R,"Comedy, Horror",5.4,Bride of Chucky
2316,"Two witch sisters, raised by their eccentric aunts in a small town, face closed-minded prejudice and a curse which threatens to prevent them ever finding lasting love.",Griffin Dunne,"Sandra Bullock, Nicole Kidman, Stockard Channing, Dianne Wiest",PG-13,"Comedy, Drama, Fantasy",6.2,Practical Magic
